"name","id"
"Hagenbüchach","8002517"
"Hagen-Wehringhausen","8006712"
"Hagen-Westerbauer","8004440"
"Hagen Hbf","8000142"
"Hagenow Land","8010156"
"Hagenwerder","8011799"
"Hähnichen","8011795"
"Haidenaab-Göppmannsbühl","8002523"
"Hähnlein-Alsbach","8002498"
"Haiger","8000386"
"Haiger Obertor","8002524"
"Hainewalde","8011801"
"Hailer-Meerholz","8002526"
"Rodgau-Hainhausen","8002528"
"Haitz-Höchst","8002532"
"Hainichen","8011802"
"Hainburg Hainstadt","8002531"
"Nürnberg-Steinbühl","8004487"
"Halberstadt Oststraße","8011808"
"Halbe","8011805"
"Halbmeil","8002533"
"Halberstadt-Spiegelsberge","8011809"
"Haldern (Rheinl)","8002536"
"Haldensleben","8010158"
"Halen","8002537"
"Halberstadt","8010157"
"Halle (Westf)","8002539"
"Halle-Nietleben","8011813"
"Hallbergmoos","8002534"
"Halle-Trotha","8011814"
"Halle-Ammendorf","8010162"
"Hallstadt (b Bamberg)","8002542"
"Halstenbek","8002545"
"Haltingen","8002546"
"Halle-Neustadt","8010160"
"Haltern am See","8000145"
"München-Untermenzing","8004139"
"Halle (Saale) Hbf","8010159"
"Holstenstraße","8002550"
"Hamburg-Neugraben","8002557"
"Hamburg-Bergedorf","8002554"
"Hamburg-Wandsbek","8002560"
"Hamburg-Rahlstedt","8002558"
"Hamburg-Altona","8098553"
"Hämelerwald","8002499"
"Hämerten","8011796"
"Hamburg Dammtor","8002548"
"Hamburg-Harburg","8000147"
"Hammelburg","8002567"
"Hammah","8002565"
"Hammerau","8002570"
"Hameln","8000148"
"Hammelspring","8011815"
"Wilhelmsburg","8002561"
"Hamminkeln","8002571"
"Hamm (Westf)","8000149"
"Hammerbrook","8004266"
"Hangelsberg","8011818"
"Hanau Nord","8002572"
"Hanau West","8002573"
"Handeloh","8002575"
"Hanau Hbf","8000150"
"Hanau-Wilhelmsbad","8002574"
"Hann Münden","8006707"
"Hannover Bismarckstraße","8002580"
"Hanweiler-Bad Rilchingen","8002588"
"Hannover-Bornum","8002581"
"Harblek","8002592"
"Hannover-Leinhausen","8002585"
"Hannover-Kleefeld","8002584"
"Harburg (Schwab)","8002593"
"Hannover-Linden/Fischerhof","8002586"
"Hamburg Hbf","8002549"
"Harra","8011820"
"Hardhof","8002596"
"Haren (Ems)","8002598"
"Harra Nord","8011821"
"Hardegsen","8002594"
"Harras (Thür)","8011822"
"Harsdorf","8002605"
"Harsum","8002607"
"Hartershofen","8002609"
"Hartmannmühle","8011825"
"Hartmannshof","8002612"
"Haslach","8002621"
"Harburg Rathaus","8004267"
"Hassel (Saar)","8002625"
"Hasbergen (Kr Osnabrück)","8002615"
"Harthaus","8002610"
"Haspelmoor","8002623"
"Haßmersheim","8002633"
"Haßfurt","8002630"
"Haßloch (Pfalz)","8002632"
"Hattert","8002638"
"Haste (Han)","8002634"
"Hattenheim","8002635"
"Hattersheim (Main)","8002637"
"Hannover Hbf","8000152"
"Hasselbrook","8002628"
"Hattingen (Ruhr)","8002639"
"Hattorf","8002641"
"Hatzenport","8002643"
"Hauenstein (Pfalz)","8002649"
"Lübeck-St.Jürgen","8003774"
"Haupeltshofen","8002651"
"Hausach","8000333"
"Hauptstuhl","8002655"
"Hausen","8011834"
"Hattingen (Ruhr) Mitte","8002640"
"Hausen (Schwab)","8002664"
"Hausen i Tal","8002656"
"Hausen-Raitbach","8002666"
"Häuserhof","8002501"
"Havixbeck","8002670"
"Hausham","8002667"
"Hedersdorf","8002678"
"Hedemünden","8002677"
"Hechingen","8002673"
"Hedersleben-Wedderstedt","8011838"
"Hechthausen","8002674"
"Heessen","8002680"
"Heggen","8002682"
"Hegermühle","8080680"
"Hegne","8002683"
"Heide (Holst)","8000155"
"Heidelberg-Pfaffengrund/Wieblingen","8002687"
"Heidelberg-Kirchheim/Rohrbach","8002686"
"Heidenau Süd","8011843"
"Heidelberg-Altstadt","8002685"
"Heidenau-Großsedlitz","8011844"
"Heidenau","8010163"
"Heidenheim-Mergelstetten","8002690"
"Heidenheim Voithwerk","8070005"
"Heidenheim-Schnaitheim","8002691"
"Heidelberger Platz","8089112"
"Heidkrug","8002694"
"Heidesheim (Rheinhess)","8002692"
"Heigenbrücken","8002696"
"Heidenheim","8002689"
"Mücheln (Geiseltal) - Stadt","8012392"
"Schortens-Heidmühle (Oldb)","8002695"
"Heidelberg Hbf","8000156"
"Heiligengrabe","8011848"
"Heilbronn Sülmertor","8002699"
"Heiligenstein (Pfalz)","8002704"
"Heilbad Heiligenstadt","8011849"
"Heimbach (Nahe)","8002707"
"Heilsbronn","8002705"
"Heimenkirch","8002710"
"Heimersheim","8002711"
"Heinzenhausen","8002724"
"Alheim-Heinebach","8002716"
"Heimstetten","8002715"
"Heilbronn Hbf","8000157"
"Heitersheim","8002727"
"Helenesee","8011853"
"Heimfeld","8006749"
"Nidderau","8000158"
"Helmbrechts","8002733"
"Heldrungen","8011852"
"Helpup","8002737"
"Helmsdorf (b Pirna)","8011855"
"Helmstedt","8000159"
"Hemmerde","8002745"
"Hemmersdorf (Saar)","8002746"
"Hemsbach","8002748"
"Hemmoor","8000815"
"Henfenfeld","8002751"
"Hennen","8002754"
"Herbertingen Ort","8002760"
"Heppenheim (Bergstr)","8002757"
"Herbertingen","8000160"
"Herbolzheim (Jagst)","8002764"
"Hennef (Sieg)","8002753"
"Herbertshofen","8002761"
"Herbolzheim (Breisgau)","8002763"
"Hennigsdorf (b Berlin)","8013483"
"Herborn (Dillkr)","8000161"
"Herbrechtingen","8002766"
"Herdorf","8002770"
"Herdecke","8002769"
"Hergatz","8000387"
"Herchen","8002768"
"Heringen (Helme)","8011860"
"Hergershausen","8002773"
"Herlasgrün","8010166"
"Herford","8000162"
"Herleshausen","8013548"
"Hermaringen","8002776"
"Hermsdorf (b Dresden)","8011861"
"Friedrichshafen Landratsamt","8002122"
"Hermsdorf-Klosterlausnitz","8011862"
"Heroldsberg","8002782"
"Herrath","8002784"
"Herne-Börnig","8002779"
"Herrensee","8011863"
"Herrlingen","8002789"
"Herrnburg","8011864"
"Hersbruck (links Pegnitz)","8002793"
"Herrsching","8002792"
"Herten (Baden)","8002797"
"Herne","8000164"
"Hervest-Dorsten","8000165"
"Herrenberg","8002785"
"Herzberg (Elster)","8011867"
"Hersbruck (rechts Pegnitz)","8002794"
"Herxheim am Berg","8002798"
"Hermannstraße","8089105"
"Herzebrock","8002801"
"Herzberg Schloß","8002800"
"Herzberg (Harz)","8000166"
"Hesseln","8002810"
"Hesepe","8000167"
"Höchst-Hetschbach","8002813"
"Herzogenrath","8002806"
"Hetschburg","8011869"
"Hessisch Oldendorf","8002812"
"Hettenhausen","8002814"
"Beerfelden-Hetzbach","8002815"
"Hettstedt","8010168"
"Hetzerath","8002817"
"Heudeber-Danstedt","8010169"
"Heufeld","8002820"
"Heufeldmühle","8002821"
"Hildbrandsgrün","8002827"
"Hilchenbach","8002826"
"Hildburghausen","8011871"
"Hilden","8000388"
"Hilpoltstein","8002838"
"Hildesheim Ost","8002830"
"Hillnhütten","8002835"
"Himmelreich","8002844"
"Hilden Süd","8002828"
"Himmelstadt","8002845"
"Hinterweidenthal","8002847"
"Himmelpforten","8002843"
"Hinterzarten","8002848"
"Hinterweidenthal Ost","8079147"
"Münster-Hiltrup","8002841"
"Hirsau","8002852"
"Hirschfelden","8002856"
"Hirschfelde","8011878"
"Hildesheim Hbf","8000169"
"Hirschhorn (Neckar)","8002857"
"Hirschaid","8002853"
"Hittfeld","8002864"
"Hirschhorn (Pfalz)","8002858"
"Boppard-Hirzenach","8002861"
"Hitzacker","8002865"
"Hochdahl","8002868"
"Hochdahl-Millrath","8002869"
"Hirschgarten","8089065"
"Hochdorf (b Horb)","8000389"
"Hochheim (Main)","8002872"
"Hochspeyer","8002875"
"Altenstadt-Höchst","8002886"
"Hochneukirch","8000390"
"Stellingen","8002559"
"Hochkamp","8002873"
"Höchstädt (Donau)","8002888"
"Höchst (Odenw)","8000172"
"Hochstadt-Marktzeuln","8002878"
"Hochstätten (Pfalz)","8002879"
"Maintal Ost","8002877"
"Hochwang","8002881"
"Hochstetten (Nahe)","8002880"
"Hockeroda","8010170"
"Hockenheim","8002883"
"Hodenhagen","8002884"
"Hof-Neuhof","8002927"
"Hofeld","8002929"
"Hoffenheim","8002931"
"Hofen (b Aalen)","8002930"
"Hof Hbf","8002924"
"Hoffnungsthal","8002932"
"Hofheim (Ried)","8002934"
"Hohegrete","8002939"
"Hofgeismar","8002933"
"Höfingen","8002892"
"Hohen Neuendorf West","8080710"
"Hosena","8010171"
"Krefeld-Hohenbudberg Chempark","8002941"
"Hohenebra Ort","8011891"
"Hofheim (Taunus)","8002935"
"Hohen Neuendorf (b Berlin)","8080720"
"Hohenbrunn","8002940"
"Hoheneggelsen","8002944"
"Hohenleuben","8011895"
"Höhenkirchen-Siegertsbrunn","8002894"
"Hohenleipisch","8011894"
"Hohenpeißenberg","8002954"
"Hoheneichen","8002946"
"Hohenroda","8011900"
"Hohenschäftlarn","8002955"
"Hohenstadt (Mittelfr)","8002956"
"Hohenlimburg","8002953"
"Hohenthurm","8011905"
"Hohenwulsch","8010172"
"Hohenstein-Ernstthal","8011904"
"Holdorf (Oldb)","8002962"
"Holdorf (Meckl)","8011908"
"Hohenwestedt","8002959"
"Höhmühlbach","8002895"
"Höllenthal","8002898"
"Hohenzollerndamm","8089108"
"Holm-Seppensen","8002967"
"Holtensen (b Weetzen)","8002969"
"Teltow Stadt","8080450"
"Höllriegelskreuth","8002899"
"Holthusen","8010173"
"Holzdorf (b Weimar)","8011910"
"Rosendahl-Holtwick","8002972"
"Holzdorf (Elster)","8011909"
"Holzhau","8011912"
"Holzhausen (Kr Siegen)","8002976"
"Leipzig-Holzhausen","8011913"
"Holzheim (b Neuss)","8002979"
"Holzhausen-Heddinghausen","8002978"
"Wildeck-Hönebach","8002903"
"Holzkirchen","8002980"
"Holzwickede","8000392"
"Holzminden","8000391"
"Hopfgarten (Kr Weimar)","8011915"
"Honrath","8002988"
"Hopfgarten (Sachs)","8011914"
"Hoppecke","8002992"
"Homburg (Saar) Hbf","8000176"
"Hoppingen","8002994"
"Hoppegarten (Mark)","8080750"
"Hoppstädten (Nahe)","8002995"
"Horka Pbf","8010174"
"Hörlkofen","8002912"
"Horb","8000177"
"Hornstorf","8010176"
"Hornberg","8003001"
"Horn-Bad Meinberg","8003000"
"Hörschel","8013547"
"Horneburg","8003002"
"Hörstmar (Lippe)","8002916"
"Hörstel","8002915"
"Hövelriege","8002921"
"Hösbach","8002918"
"Horrem","8000178"
"Hösel","8002919"
"Höxter Rathaus","8002923"
"Hövelhof","8002920"
"Hubacker","8003010"
"Huckstorf","8011924"
"Hoykenkamp","8003008"
"Hoyerswerda","8010177"
"Hubertushöhe","8011923"
"Huglfing","8003024"
"Hude","8000522"
"Hulb","8003022"
"Hundsgrün","8011928"
"Hugstetten","8003025"
"Huntlosen","8003030"
"Hofgeismar-Hümme","8003015"
"Hungen","8000400"
"Hünfeld","8003016"
"Hüttengrund","8011925"
"Huttenheim","8003033"
"Hüttingen","8003021"
"Husum","8000181"
"Humboldthain","8089018"
"Ibach","8003035"
"Siegen-Geisweid","8003018"
"Ibbenbüren","8003036"
"Ichenhausen","8003038"
"Icking","8003039"
"Igel","8003042"
"Idar-Oberstein","8003040"
"Ilberstedt","8011929"
"Ihringen","8003052"
"Igensdorf","8003044"
"Idstein (Taunus)","8003041"
"Illertissen","8003057"
"Illesheim","8003058"
"Fuldatal-Ihringshausen","8003053"
"Illingen (Saar)","8003059"
"Ilmenau-Roda","8011932"
"Illingen (Württ)","8003060"
"Ilmenau-Pörlitzer Höhe","8011935"
"Ilsenburg","8011933"
"Immenhausen (Hess)","8003062"
"Ilmenau","8010178"
"Immenreuth","8003063"
"Immelborn","8011934"
"Immendingen","8000182"
"Imsweiler","8003070"
"Immensen-Arpke","8003064"
"Ingelbach","8003073"
"Indersdorf","8003072"
"Immenstadt","8003065"
"Aukrug","8003078"
"Ingelheim","8003075"
"Inningen","8003079"
"Insheim","8003080"
"Ingolstadt Nord","8003076"
"Iphofen","8003081"
"Ingolstadt Hbf","8000183"
"Ipsheim","8003083"
"Irrenlohe","8003086"
"Irfersgrün","8011937"
"Isernhagen","8003091"
"Iserbrook","8003088"
"Iserlohnerheide","8003090"
"Isselhorst-Avenwedde","8003096"
"Ittling","8003100"
"Istein","8003098"
"Innsbrucker Platz","8089106"
"Ittlingen","8003101"
"Ismaning","8003092"
"Iserlohn","8000186"
"Bad Münstereifel-Iversheim","8003104"
"Jacobsdorf (Mark)","8011940"
"Itzehoe","8003102"
"Jagstzell","8003111"
"Jägersfreude","8003108"
"Filderstadt","8001984"
"Steinhagen (Westf) Bielefelder Straße","8005702"
"Jänschwalde","8011944"
"Jänschwalde Ost","8011945"
"Jarrenwisch","8003115"
"Jatznick","8010179"
"Jävenitz","8011946"
"Jeber-Bergfrieden","8011952"
"Jeeser","8011953"
"Jasnitz","8011951"
"Jesewitz (b Leipzig)","8011959"
"Jessen (Elster)","8011960"
"Jena-Zwätzen","8011958"
"Jettingen","8003123"
"Jeßnitz (Anh)","8011961"
"Jever","8003124"
"Jannowitzbrücke","8089019"
"Jena Saalbf","8011058"
"Jena West","8011957"
"Joachimsthal","8011962"
"Jocketa","8011963"
"Jockgrim","8003125"
"Jößnitz","8011966"
"Jübek","8000334"
"Jossa","8003129"
"Jüchen","8003130"
"Altes Lager","8011968"
"Rodgau-Jügesheim","8003131"
"Kablow","8011981"
"Jüterbog","8010182"
"Jünkerath","8003135"
"Kahl (Main)","8003143"
"Kahla (Thür)","8011985"
"Hesseneck-Kailbach","8003144"
"Kaiserslautern Pfaffwerk","8003150"
"Kalchreuth","8003154"
"Kaiserslautern West","8003151"
"Jena Paradies","8011956"
"Kaldenkirchen","8000190"
"Kaiserslautern Hbf","8000189"
"Kall","8003158"
"Jungfernheide","8089100"
"Hürth-Kalscheuren","8003160"
"Langenhagen - Kaltenweide","8003165"
"Kalthof (Kr Iserlohn)","8003166"
"Kamen-Methler","8003169"
"Kamp-Bornhofen","8003170"
"Kämmereiforst","8011983"
"Kamen","8003168"
"Kamenz (Sachs)","8011988"
"Kandel","8003172"
"Kanzem","8003173"
"Karlsdorf","8003181"
"Kapellen-Wevelinghoven","8003174"
"Karlsruhe West","8003183"
"Karlsruhe-Hagsfeld","8003185"
"Karsdorf","8011993"
"Karlsruhe-Durlach","8003184"
"Karstädt","8011994"
"Karlstadt (Main)","8003189"
"Karlsruhe-Knielingen","8003186"
"Karthaus","8000402"
"Karlsruhe Hbf","8000191"
"Leipzig Karlsruher Straße","8010186"
"Karlsruhe-Mühlburg","8003187"
"Jungfernstieg","8003137"
"Katharinenheerd","8003207"
"Kating","8003208"
"Kassel-Harleshausen","8003196"
"Katlenburg","8003209"
"Kattenes","8003211"
"Kattenvenne","8003212"
"Kassel-Oberzwehren","8003199"
"Kassel Hbf","8000193"
"Katzweiler","8003215"
"Katzwang","8003214"
"Katzenfurt","8003213"
"Kaub","8003216"
"Kaulsdorf (Saale)","8012000"
"Kavelstorf","8012002"
"Kaufering","8000195"
"Kassel-Wilhelmshöhe","8003200"
"Keitum","8003222"
"Kaufbeuren","8000194"
"Kehl","8003218"
"Kehlen","8003220"
"Kellmünz","8003227"
"Kelsterbach","8003228"
"Kemnath-Neustadt","8003229"
"Kempen (Niederrhein)","8000409"
"Kerkerbach","8003235"
"Kempten (Allgäu) Ost","8003230"
"Kenzingen","8003233"
"Kerkwitz","8012006"
"Kennelgarten","8003232"
"Kersbach","8003238"
"Kestert","8003241"
"Kettwig","8000198"
"Kempten (Allgäu) Hbf","8000197"
"Kiebitzhöhe","8012007"
"Kiebingen","8003248"
"Kiefersfelden","8003249"
"Kettwig Stausee","8003245"
"Kevelaer","8003247"
"Kierberg","8003252"
"Kindsbach","8003257"
"Bonn Helmholtzstraße","8001081"
"Kirch Jesar","8012009"
"Kirch Göns","8003262"
"Kirchehrenbach","8003268"
"Schöneck-Kilianstädten","8003255"
"Kirchberg (Murr)","8003266"
"Kirchdorf (Deister)","8003267"
"Kirchenlaibach","8000201"
"Kirchen","8000427"
"Kirchenlamitz Ost","8003270"
"Kirchhain (Bz Kassel)","8000435"
"Kirchentellinsfurt","8003272"
"Kirchheim (Neckar)","8003278"
"Kirchheim (Teck) Süd","8003283"
"Kirchheim (Teck)-Ötlingen","8003282"
"Kirchheim (Unterfr)","8003284"
"Kirchheim (Weinstr)","8003285"
"Kirchheim (Teck)","8003280"
"Kirchhorsten","8003286"
"Kiel Hbf","8000199"
"Kirchmöser","8012011"
"Kirchscheidungen","8012012"
"Kirchhundem","8003287"
"Kirchlengern","8003288"
"Kirchseeon","8003290"
"Kirchweyhe","8003292"
"Kirnsulzbach","8003298"
"Kirkel","8003294"
"Kirn","8003295"
"Kirchzarten","8003293"
"Kißlegg","8000203"
"Kitzingen","8000479"
"Kläden (Kr Stendal)","8012014"
"Klais","8003302"
"Kissing","8003299"
"Klanxbüll","8003303"
"Klecken","8003309"
"Klasdorf Glashütte","8012016"
"Klein Bünzow","8012021"
"Hanau Klein Auheim","8003311"
"Klein Gerau","8003313"
"Groß Umstadt-Klein Umstadt","8003315"
"Kleinostheim","8003314"
"Kleinberghofen","8003317"
"Kleinenbroich","8003321"
"Klein Winternheim-Ober Olm","8003316"
"Kleinensiel","8003323"
"Kleinblittersdorf","8003318"
"Kleinfurra","8012033"
"Kleinjena","8012034"
"Klein Flottbek","8003312"
"Kleinkems","8003325"
"Kleinkötz","8003326"
"Kleinröhrsdorf","8012036"
"Kleinschirma","8012037"
"Kleve","8000205"
"Klinge","8012043"
"Klieken","8012040"
"Klingenberg-Colmnitz","8012044"
"Klingenbrunn","8003338"
"Kloster Marienthal","8003340"
"Klosterbuch","8012053"
"Klosterlechfeld","8003342"
"Klingenthal","8012045"
"Klitschmar","8012046"
"Klotten","8003344"
"Klostermansfeld","8010191"
"Knesebeck","8003348"
"Kobern-Gondorf","8003350"
"Knöringen-Essingen","8003349"
"Kochel","8003355"
"Koblenz-Moselweiß","8003354"
"Kodersdorf","8012061"
"Köfering","8003357"
"Köditz","8003356"
"Koblenz-Ehrenbreitstein","8003351"
"Kolbermoor","8003397"
"Koblenz-Lützel","8003352"
"Kohlscheid","8003395"
"Kollmarsreute","8003398"
"Kolkwitz Süd","8012084"
"Kolkwitz","8012083"
"Kölleda","8012064"
"Koblenz Hbf","8000206"
"Kollnau","8003399"
"Köln Volkhovener Weg","8003362"
"Köllnische Heide","8089104"
"Köln Geldernstr/Parkgürtel","8003360"
"Köln-Chorweiler","8003365"
"Köln-Buchforst","8003364"
"Köln West","8003363"
"Köln-Chorweiler Nord","8003366"
"Köln Trimbornstrasse","8003320"
"Köln Süd","8003361"
"Ellental","8001746"
"Köln-Dellbrück","8003367"
"Köln-Holweide","8003369"
"Köln Hansaring","8003392"
"Köln-Longerich","8003371"
"Köln-Nippes","8003372"
"Köln Hbf","8000207"
"Köln-Worringen","8003373"
"Eppstein-Bremthal","8001816"
"Köln-Stammheim","8003310"
"Köln-Ehrenfeld","8000208"
"Köndringen","8003374"
"Köln-Mülheim","8000209"
"Königsborn","8012066"
"Königsbronn","8003378"
"Köln Messe/Deutz","8003368"
"Königsbrück","8012067"
"Königshofen (Baden)","8003381"
"Königslutter","8003382"
"Königsstollen","8003385"
"Königs Wusterhausen","8010193"
"Königswinter","8003386"
"Königstein (Sächs Schweiz)","8012072"
"Könitz (Thür)","8012075"
"Könnern","8010194"
"Konstanz-Petershausen","8003401"
"Konz","8003402"
"Königstraße","8006706"
"Konstanz-Wollmatingen","8003416"
"Steinfurt-Grottenkamp","8005712"
"Kork","8003408"
"Kordel","8003407"
"Körle","8003388"
"Konstanz","8003400"
"Kothmaißling","8003413"
"Korntal","8003409"
"Korschenbroich","8003412"
"Kornweg (Klein Borstel)","8003410"
"Meckenheim Kottenforst","8003414"
"Kottenheim","8003415"
"Kornwestheim Pbf","8003411"
"Köttewitz","8012079"
"Köthen","8010195"
"Kötzschau","8012080"
"Kraftsdorf","8012088"
"Kövenig","8003394"
"Kraghammer","8003420"
"Kraftwerk Finkenheerd","8012089"
"Bad Kötzting","8003393"
"Kranichfeld","8012092"
"Kratzeburg","8012093"
"Kredenbach","8003424"
"Krefeld-Linn","8003426"
"Kreiensen","8000213"
"Kreimbach-Kaulbach","8003429"
"Krempe","8003430"
"Kremmen","8012096"
"Krensitz","8012097"
"Krefeld-Oppum","8000212"
"Krefeld-Uerdingen","8003427"
"Kreuz Konz","8003434"
"Kressbronn","8003432"
"Euskirchen-Kreuzweingarten","8003440"
"Kreuzberg (Ahr)","8003436"
"Kreuzstraße","8003438"
"Kriftel","8003442"
"Krölpa-Ranis","8012107"
"Krippen","8012105"
"Kreuztal","8000214"
"Kronach","8003446"
"Kronweiler","8003452"
"Kronskamp","8012109"
"Kröpelin","8012108"
"Kronberg (Taunus)","8003447"
"Krumbach (Schwab) Schule","8001179"
"Krumbach (Schwab)","8003457"
"Crossen a. d. Elster","8010196"
"Kruft","8003455"
"Krefeld Hbf","8000211"
"Krumhermsdorf","8012113"
"Krumpa","8012114"
"Kubschütz","8012115"
"Kuchen","8003461"
"Kühnhausen","8010198"
"Euskirchen-Kuchenheim","8003462"
"Kummerow (b Stralsund)","8012127"
"Krupunder","8003460"
"Kühren","8012117"
"Kulmbach","8003476"
"Kummersdorf (b Storkow)","8012129"
"Küntrop","8003470"
"Künsebeck","8003469"
"Küps","8003472"
"Kürbitz","8010040"
"Kupfermühle","8003478"
"Kurort Rathen (Kr Pirna)","8012138"
"Kutzenhausen","8003483"
"Küstrin-Kietz","8010189"
"Kyhna","8012141"
"Kusel","8003481"
"Laberweinting","8003488"
"Laage (Meckl)","8012143"
"Laaber","8003485"
"Kyllburg","8003484"
"Lagerlechfeld","8003490"
"Hannover-Messe / Laatzen","8003487"
"Ladenburg","8003489"
"Ibbenbüren-Laggenbeck","8003491"
"Lage (Lippe)","8000215"
"Lalendorf","8010199"
"Lahr (Schwarzw)","8003494"
"Lambsheim","8003498"
"Lambrecht (Pfalz)","8003497"
"Lampertheim","8003503"
"Lampertsmühle-Otterbach","8003504"
"Lampertswalde","8012145"
"Lancken","8012146"
"Landau (Isar)","8003506"
"Landsberg (b Halle/Saale) Süd","8012148"
"Landsberg (b Halle/Saale)","8012147"
"Landau (Pfalz) West","8003508"
"Landsberg (Lech) Schule","8005389"
"Landau (Pfalz) Hbf","8000216"
"Landsberg (Lech)","8003512"
"Landsweiler-Reden","8003516"
"Landstuhl","8003515"
"Lang Göns","8003520"
"Langdorf","8003521"
"Langelsheim","8003522"
"Landshut (Bay) Hbf","8000217"
"Langebrück (Sachs)","8012150"
"Landwehr","8003519"
"Langenargen","8003524"
"Langenbach (Oberbay)","8003528"
"Langenau (Württ)","8003525"
"Langen (Hess)","8003523"
"Landungsbrücken","8003518"
"Langeneichstädt","8012156"
"Langendorf","8012155"
"Velbert-Langenberg","8003529"
"Langenhagen Pferdemarkt","8003542"
"Landsberger Allee","8089020"
"Langenhahn","8003543"
"Langenfeld (Rheinl)-Berghausen","8003539"
"Langenfeld (Rheinl)","8003540"
"Langenhorn (Schlesw)","8003544"
"Langenfelde","8003541"
"Langenorla Ost","8012159"
"Langenlonsheim","8000585"
"Langenorla West","8012160"
"Langenstein","8012161"
"Langenprozelten","8003548"
"Langenwang (Schwab)","8003551"
"Langenweddingen","8012162"
"Langenwolmsdorf Mitte","8012164"
"Langenselbold","8003550"
"Langenwolmsdorf","8012163"
"Langenzenn","8003552"
"Langerwehe","8003553"
"Langhagen","8010201"
"Langlau","8003554"
"Langsdorf (Oberhess)","8003558"
"Babenhausen Langstadt","8003559"
"Langweid (Lech)","8003560"
"Laubendorf","8003567"
"Langwedel","8000586"
"Laubenheim (Nahe)","8003568"
"Laucha (Unstrut)","8012167"
"Lathen","8003563"
"Lauchhammer","8012169"
"Lauchheim","8003569"
"Lauchringen","8004552"
"Lauda","8000221"
"Lauenburg (Elbe)","8003577"
"Lauenbrück","8003576"
"Lauenstein (Sachs)","8012170"
"Laudenbach (Bergstr)","8003571"
"Lauenförde","8003578"
"Lauf (links Pegnitz)","8003580"
"Laufach","8003582"
"Lauf West","8003587"
"Laufenburg (Baden) Ost","8003586"
"Lauf (rechts Pegnitz)","8003581"
"Laufenburg (Baden)","8003585"
"Lauingen","8003589"
"Lauffen (Neckar)","8003588"
"Laupheim West","8003592"
"Laurenburg (Lahn)","8003593"
"Lauscha (Thür)","8012171"
"Laußnitz","8012174"
"Lautenbach (Baden)","8003594"
"Lauta (Niederlausitz)","8012175"
"Lauterbach-Steinbach","8012178"
"Lauterbach (Hess) Nord","8000222"
"Riedstadt-Wolfskehlen","8003605"
"Lebach","8000563"
"Leese-Stolzenau","8000335"
"Lauterecken-Grumbach","8000547"
"Legden","8003608"
"Leer (Ostfriesl)","8000225"
"Legelshurst","8003609"
"Legefeld","8012180"
"Lehmen","8003611"
"Lehndorf (Kr Altenburg)","8010202"
"Lehnheim","8003612"
"Leiferde (b Gifhorn)","8003617"
"Lehnitz","8081722"
"Leichlingen","8003616"
"Lehrte","8000226"
"Leipheim","8003627"
"Leinefelde","8010203"
"Leinfelden","8003622"
"Leipzig-Gohlis","8012188"
"Leipzig-Connewitz","8010206"
"Leipzig-Heiterblick","8012190"
"Leipzig-Knauthain","8012192"
"Leipzig-Leutzsch","8010207"
"Leipzig-Völkerschlachtdenkmal","8012343"
"Leipzig-Möckern","8012193"
"Leipzig-Stötteritz","8012194"
"Leipzig-Plagwitz","8010209"
"Leipzig-Thekla","8012195"
"Leipzig-Paunsdorf","8010208"
"Leisnig","8012198"
"Leipzig-Wahren","8012197"
"Leißling","8012199"
"Leitstade","8003628"
"Lembeck","8003630"
"Lemförde","8003632"
"Lengenwang","8003639"
"Lemmie","8003635"
"Lendringsen","8003638"
"Lengenfeld (Vogtl)","8012203"
"Lenggries","8003643"
"Otzberg-Lengfeld","8003641"
"Lengerich (Westf)","8003640"
"Lensahn","8003649"
"Leopoldstal","8003655"
"Letschin","8012205"
"Leschede","8003656"
"Lette (Kr Coesfeld)","8003658"
"Letter","8003659"
"Letmathe-Dechenhöhle","8003657"
"Leubingen","8012207"
"Leubsdorf (Rhein)","8003660"
"Leuna Werke Süd","8012212"
"Leuna Werke Nord","8012211"
"Letmathe","8000227"
"Leonberg","8003652"
"Leipzig Hbf","8010205"
"Leuterschach","8003663"
"Leutenberg","8012213"
"Leuthen (b Cottbus)","8012215"
"Leutershausen-Wiedersbach","8003664"
"Leutesdorf (Rhein)","8003665"
"Leverkusen-Küppersteg","8003668"
"Leutkirch","8000336"
"Leverkusen-Rheindorf","8003672"
"Lichtenberg (Erzgeb)","8012220"
"Lich (Oberhess)","8003673"
"Leverkusen-Schlebusch","8003669"
"Leverkusen Mitte","8006713"
"Lichtenstein (Sachs)","8012223"
"Lichtenfels","8000228"
"Lichtentanne (Sachs)","8012224"
"Rostock Lichtenhagen","8012221"
"Lichtenthal","8003676"
"Lichtentanne (Thür)","8012225"
"Liebenthal (Prign)","8012226"
"Lichtenrade","8089070"
"Leipzig-Liebertwolkwitz","8012228"
"Lietzow (Rügen)","8010210"
"Lieblos","8003681"
"Limbach (b Homburg,Saar)","8003684"
"Limbach (Vogtl)","8012231"
"Limmritz (Sachs)","8012232"
"Linda (Elster)","8012233"
"Limburg Süd","8003680"
"Limburgerhof","8003687"
"Lindau-Aeschach","8003692"
"Lindach","8003690"
"Limburg (Lahn)","8000229"
"Lindau Hbf","8000230"
"Lindenberg (Mark)","8012237"
"Lindenholzhausen","8003696"
"Altenstadt-Lindheim","8003698"
"Lindhorst (Schaumb-Lippe)","8003699"
"Lindwedel","8003700"
