"name","id"
"Dohna (Sachs)","8011398"
"Dollnstein","8001495"
"Dollern","8001493"
"Domsühl","8011403"
"Domnitz (SaalKr)","8011402"
"Döllstädt","8010081"
"Dombühl","8000365"
"Donaueschingen","8000077"
"Dorfen Bahnhof","8001499"
"Dörfles-Esbach","8001484"
"Dorfmark","8001502"
"Dorheim (Wetterau)","8001504"
"Dornburg (Saale)","8011406"
"Dormagen Chempark","8001507"
"Donauwörth","8000078"
"Dornstetten","8001512"
"Dormagen","8001506"
"Groß Gerau-Dornheim","8001511"
"Dörrberg","8011397"
"Dörpen","8001486"
"Dortelweil","8001514"
"Dorsten","8006709"
"Dortmund-Germania","8001540"
"Dortmund-Asseln Mitte","8001526"
"Dortmund-Knappschaftskrankenhaus","8001517"
"Dortmund-Möllerbrücke","8001518"
"Salmtal","8005260"
"Dortmund-Stadthaus","8001520"
"Dortmund-Tierpark","8001521"
"Dortmund-Universität","8004419"
"Dortmund-West","8003946"
"Dortmund-Aplerbeck Süd","8001524"
"Dortmund Signal-Iduna-Park","8001522"
"Dortmund Hbf","8000080"
"Dortmund-Barop","8001527"
"Dortmund-Bövinghausen","8001528"
"Dortmund-Aplerbeck","8001523"
"Dortmund-Derne","8001530"
"Dortmund-Brackel","8001529"
"Dortmund-Dorstfeld Süd","8004230"
"Dortmund-Huckarde","8001505"
"Dortmund-Kirchderne","8001533"
"Dortmund-Dorstfeld","8000081"
"Dortmund-Kirchhörde","8001534"
"Dortmund-Huckarde Nord","8001532"
"Dortmund-Körne","8001535"
"Dortmund-Kley","8004269"
"Dortmund-Kruckel","8001536"
"Dortmund-Körne West","8003916"
"Dortmund-Löttringhausen","8001538"
"Dortmund-Hörde","8000961"
"Dortmund-Lütgendortmund Nord","8001539"
"Dortmund-Kurl","8001537"
"Dortmund-Marten","8001541"
"Dortmund-Marten Süd","8001542"
"Dortmund-Nette/Oestrich","8001519"
"Dortmund-Rahm","8001544"
"Dortmund-Scharnhorst","8001515"
"Dortmund-Sölde","8001545"
"Dortmund-Mengede","8001543"
"Dortmund-Oespel","8004288"
"Dortmund-Westerfilde","8001525"
"Dortmund-Wickede","8001546"
"Dossow (Prign)","8011408"
"Drahnsdorf","8011409"
"Dorum (Kr Cuxhaven)","8001547"
"Dortmund-Wickede West","8003936"
"Dortmund-Wischlingen","8001531"
"Dottenheim","8001548"
"Drebkau","8011414"
"Dreieich-Dreieichenhain","8001554"
"Drensteinfurt","8001558"
"Dresden Grenzstraße","8011417"
"Dreileben-Drackenstedt","8011415"
"Dresden-Kemnitz","8011421"
"Dresden Industriegelände","8011418"
"Dresden-Cotta","8011419"
"Dresden-Friedrichstadt","8013475"
"Dresden-Klotzsche","8010088"
"Dresden-Dobritz","8011420"
"Dresden-Pieschen","8011423"
"Dresden Mitte","8013444"
"Dresden-Niedersedlitz Hp","8011422"
"Dresden-Stetzsch","8011425"
"Dresden-Reick","8011424"
"Dresden-Plauen","8013476"
"Dresden-Zschachwitz","8011428"
"Drohndorf-Mehringen","8011433"
"Dresden-Trachau","8011427"
"Dreye","8001561"
"Ducherow","8011438"
"Dresden-Strehlen","8011426"
"Duckterath","8001566"
"Rodgau-Dudenhofen","8001567"
"Dudweiler","8001570"
"Dresden-Neustadt","8010089"
"Duisburg-Bissingheim","8001599"
"Duisburg Schlenk","8001596"
"Duisburg-Großenbaum","8001602"
"Duisburg-Buchholz","8001600"
"Dresden Hbf","8010085"
"Duisburg-Hochfeld Süd","8001605"
"Duisburg-Meiderich Ost","8001607"
"Duisburg-Rahm","8001609"
"Duisburg-Obermeiderich","8001608"
"Duisburg-Ruhrort","8001611"
"Duisburg-Entenfang","8005272"
"Viersen-Dülken","8001571"
"Duisburg-Wedau","8001612"
"Duisburg-Meiderich Süd","8000367"
"Dülmen","8000083"
"Durach","8001614"
"Durmersheim","8001616"
"Dürrnhaar","8001578"
"Dürrröhrsdorf","8010091"
"Düsseldorf Volksgarten","8001581"
"Düren","8000084"
"Düsseldorf Flughafen","8000082"
"Düsseldorf-Benrath","8001584"
"Duisburg Hbf","8000086"
"Düsseldorf Zoo","8001583"
"Düsseldorf Wehrhahn","8001582"
"Düsseldorf-Derendorf","8001586"
"Düsseldorf-Bilk","8001585"
"Düsseldorf-Eller","8001587"
"Düsseldorf-Eller Süd","8001588"
"Düsseldorf-Eller Mitte","8001308"
"Düsseldorf-Flingern","8001598"
"Düsseldorf-Garath","8001589"
"Düsseldorf-Friedrichstadt","8001579"
"Düsseldorf-Gerresheim","8001590"
"Düsseldorf-Hellerhof","8004920"
"Düsseldorf-Hamm","8001597"
"Düsseldorf-Rath","8001592"
"Düsseldorf-Oberbilk","8001591"
"Düsseldorf Hbf","8000085"
"Düsseldorf-Rath Mitte","8001593"
"Dußlingen","8001617"
"Düsseldorf-Reisholz","8001594"
"Düsseldorf Völklinger Straße","8001603"
"Düsseldorf-Unterrath","8001595"
"Dutenhofen (Kr Wetzlar)","8001618"
"Dütschow","8011442"
"Ebelsbach-Eltmann","8001619"
"Ebenhausen (Unterfr)","8001620"
"Ebenhofen","8001622"
"Ebenhausen-Schäftlarn","8001621"
"Ebermannstadt","8001627"
"Ebermergen","8001628"
"Ebensfeld","8001623"
"Ebern","8001629"
"Eberbach","8000369"
"Ebersbach (Fils)","8001632"
"Ebersbach (Sachs)","8010092"
"Ebersberg (Oberbay)","8001634"
"Ebersbrunn","8011446"
"Ebing","8001640"
"Ebersdorf (b Coburg)","8001636"
"Ebertsheim","8001638"
"Ebstorf (Kr Uelzen)","8001645"
"Ebringen","8001643"
"Echem","8001646"
"Eckardtsleben","8011449"
"Eberswalde Hbf","8010093"
"Eching","8001647"
"Eckartsberga (Thür)","8011450"
"Echzell","8001648"
"Eckartshausen-Ilshofen","8001651"
"Eckersmühlen","8001655"
"Echterdingen","8001650"
"Eddersheim","8001659"
"Eckernförde","8001654"
"Edenkoben","8001663"
"Ediger-Eller","8001666"
"Edesheim (Pfalz)","8001665"
"Edingen (Kr Wetzlar)","8001668"
"Edle Krone","8011451"
"Effelder (Thür)","8011453"
"Effolderbach","8001670"
"Efringen-Kirchen","8001671"
"Egersdorf","8001674"
"Eggersdorf","8011455"
"Egelsbach","8001672"
"Eggesin","8011456"
"Eggolsheim","8001680"
"Eggmühl","8001679"
"Egestorf (Deister)","8001675"
"Eglharting","8001682"
"Egling","8001683"
"Ehlenbruch","8001686"
"Ehlershausen","8001687"
"Ehr","8001690"
"Ehingen (Donau)","8001684"
"Ehringshausen (Kr Wetzlar)","8001694"
"Ehringhausen (Kr Lippstadt)","8001692"
"Ehningen (b Böblingen)","8001689"
"Ehrang","8000370"
"Ehringshausen (Oberhess)","8001693"
"Eibau","8010094"
"Nidderau-Eichen","8001701"
"Eichen (Kr Siegen)","8001700"
"Eichenzell","8001704"
"Eichenberg","8000090"
"Eichhagen","8001706"
"Eicholzheim","8001707"
"Eichstätt Bahnhof","8001708"
"Eichenau (Oberbay)","8001702"
"Eichstätt Stadt","8001709"
"Eichstedt (Altm)","8011460"
"Eickendorf","8011462"
"Eichwalde","8080340"
"Ehrang Ort","8001688"
"Eilsleben (b Magdeburg)","8010096"
"Eilenburg Ost","8010161"
"Eilenburg","8010095"
"Eilvese","8001713"
"Eimeldingen","8001715"
"Eilendorf","8001712"
"Einbeck-Salzderhelden","8005264"
"Einfeld","8001718"
"Eidelstedt","8002555"
"Einöd (Saar)","8000371"
"Einsiedlerhof","8001720"
"Eisenach Opelwerk","8010105"
"Eisenberg (Pfalz)","8001728"
"Eisenbach-Matzenbach","8001727"
"Eisenach West","8011468"
"Eitensheim","8001734"
"Eisfeld","8011472"
"Eisenhüttenstadt","8011471"
"Eiserfeld (Sieg)","8001729"
"Eisenach","8010097"
"Eislingen (Fils)","8001731"
"Eitorf","8001736"
"Ellefeld","8011477"
"Elfershausen-Trimberg","8001742"
"Völksen-Eldagsen","8001741"
"Elgersburg","8011476"
"Ellrich","8011480"
"Ellingen (Bay)","8001749"
"Ellhofen","8001747"
"Ellzee","8001752"
"Ellwangen","8001751"
"Elmenhorst","8011481"
"Elsfleth","8001760"
"Elsholz","8011482"
"Elsnigk (Anh)","8011484"
"Elster (Elbe)","8011486"
"Elbgaustraße","8001739"
"Elsterberg Kunstseidenwerk","8011488"
"Elsterberg","8011487"
"Elsterwerda-Biehla","8010100"
"Elsterwerda","8010099"
"Eltersdorf","8001762"
"Eltville","8001763"
"Elxleben","8011489"
"Elmshorn","8000092"
"Elz (Kr Limburg/Lahn)","8001764"
"Elz (Kr Limburg/Lahn) Süd","8001765"
"Elzach","8001766"
"Elze (Han)","8000093"
"Emmelshausen","8001770"
"Emmerich","8001773"
"Empel-Rees","8001780"
"Emmerthal","8001777"
"Emmerke","8001775"
"Emden Hbf","8001768"
"Emskirchen","8001783"
"Empelde","8001781"
"Emsdetten","8001782"
"Leipzig Werkstättenstraße","8011495"
"Emmendingen","8001771"
"Engstlatt","8001794"
"Engen","8001790"
"Endersbach","8001785"
"Engelskirchen","8001789"
"Engers","8000094"
"Enkenbach","8000372"
"Enspel","8001801"
"Ennepetal","8001795"
"Ensdorf (Saar)","8001799"
"Speyer Nord-West","8005626"
"Enzisweiler","8001806"
"Eppelsheim (Rheinhess)","8001813"
"Enzberg","8001803"
"Epe (Westf)","8001808"
"Eppelborn","8001812"
"Eppertshausen","8001814"
"Eppstein","8001815"
"Erbach (Odenw) Nord","8001811"
"Erbach (Odenw)","8001817"
"Erbach (Rheingau)","8001818"
"Nistertal-Bad Marienberg","8001819"
"Erbach (Württ)","8001820"
"Erdeborn","8011496"
"Gießen Erdkauter Weg","8001826"
"Erdweg","8001829"
"Erdmannhausen","8001827"
"Erfurt Ost","8011500"
"Erftstadt","8003671"
"Erding","8001825"
"Ergenzingen","8001833"
"Erfurt-Bischleben","8011502"
"Erfurt-Gispersleben","8011503"
"Ergoldsbach","8001835"
"Ergste","8001836"
"Erkersreuth","8001840"
"Eriskirch","8001838"
"Erkelenz","8001839"
"Erkrath","8001841"
"Erkner","8013477"
"Erfurt Nord","8010102"
"Erlangen-Bruck","8001845"
"Erlau (Sachs)","8011507"
"Erndtebrück","8001851"
"Ernsgaden","8001853"
"Erfurt Hbf","8010101"
"Ernstthal am Rennsteig","8011512"
"Erpel (Rhein)","8001858"
"Erpolzheim","8001860"
"Erzingen (Baden)","8001865"
"Erzhausen","8001864"
"Ibbenbüren-Esch","8001867"
"Eschborn","8001870"
"Eschborn Süd","8001871"
"Eschede","8001872"
"Eschenau (b Heilbronn)","8001874"
"Eschenbach (b Markt Erlbach)","8001877"
"Eschenau (Mittelfr)","8001875"
"Eschenlohe","8001880"
"Erlangen","8001844"
"Eschweiler Hbf","8001886"
"Esens (Ostfriesl)","8001890"
"Eschhofen","8001883"
"Espelkamp","8001894"
"Essen (Oldb)","8001899"
"Essen Süd","8001897"
"Essen Stadtwald","8001896"
"Essen West","8001898"
"Essen-Bergeborbeck","8001901"
"Essen-Borbeck","8001902"
"Essen-Altenessen","8001900"
"Essen-Dellwig","8001903"
"Essen-Borbeck Süd","8005031"
"Essen-Dellwig Ost","8001904"
"Essen-Eiberg","8001905"
"Essen-Frohnhausen","8001906"
"Essen-Horst","8006194"
"Essen-Holthausen","8006514"
"Essen-Gerschede","8001907"
"Essen-Hügel","8001908"
"Essen-Kray Nord","8001910"
"Essen-Zollverein Nord","8001909"
"Essen-Kray Süd","8001911"
"Essen-Kupferdreh","8001912"
"Eßleben","8001919"
"Essen Hbf","8000098"
"Essen-Überruhr","8001914"
"Essen-Werden","8001915"
"Essen-Steele Ost","8001913"
"Essen-Steele","8000099"
"Vierkirchen-Esterhofen","8001922"
"Esslingen-Mettingen","8001921"
"Ettenhausen","8011519"
"Etelsen","8001924"
"Etterzhausen","8001925"
"Esslingen-Zell","8006642"
"Etzbach","8001928"
"Esting","8001996"
"Ettlingen West","8001926"
"Etzelwang","8001929"
"Etzleben","8011520"
"Etzenricht","8001932"
"Eubigheim","8001933"
"Euerdorf","8001935"
"Eutingen im Gäu","8000101"
"Eyach","8001946"
"Eutingen (Baden)","8001942"
"Eutin","8001941"
"Eystrup","8001949"
"Fachingen (Lahn)","8001950"
"Esslingen (Neckar)","8001920"
"Rostock Evershagen","8011523"
"Fahrenkrug","8001953"
"Euskirchen","8000100"
"Fahrnau","8001954"
"Falkenau (Sachs) Süd","8011529"
"Falkenberg (Elster)","8010103"
"Falkenberg (Mark)","8011531"
"Fallersleben","8001957"
"Falkenstein (Vogtl)","8010106"
"Bad Fallingbostel","8001958"
"Fangschleuse","8011533"
"Farchant","8001961"
"Falkensee","8013479"
"Favoritepark","8001967"
"Faurndau","8001965"
"Frankfurt-Höchst Farbwerke","8002051"
"Feilitzsch","8001969"
"Feldberg-Bärental","8001971"
"Feldafing","8001970"
"Fasanenpark","8001963"
"Feldhausen","8001972"
"Ferch-Lienewitz","8013480"
"Fermerswalde","8011537"
"Feldkirchen (b München)","8001973"
"Ferdinandshof","8011536"
"Feucht-Moosbach","8002520"
"Ferndorf (Kr Siegen)","8001976"
"Fellbach","8001974"
"Feucht","8001978"
"Fichtenberg","8001982"
"Filsen","8001983"
"Finkenheerd","8011540"
"Finkenkrug","8011541"
"Finnentrop","8000102"
"Finningerstraße","8001985"
"Finsterwalde (Niederlausitz)","8011542"
"Fischbach-Camphausen","8001990"
"Fischbach (b Nürnberg)","8001989"
"Fischbachau","8001992"
"Fischbach-Weierbach","8001991"
"Fischen","8001995"
"Fischhausen-Neuhaus","8001998"
"Flechtingen","8011544"
"Boppard-Fleckertshöhe","8002004"
"Fleetmark","8011545"
"Flieden","8002010"
"Flintsbach","8002012"
"Flintbek","8002011"
"Flöha","8010108"
"Feuerbachstraße","8089012"
"Flensburg","8000103"
"Flomersheim","8002014"
"Flörsheim (Main)","8002013"
"Fohrde","8011550"
"Stuttgart Flughafen/Messe","8005768"
"Förbau","8002019"
"Flughafen München","8004168"
"Föhren","8002018"
"Berlin-Schönefeld Flughafen","8010109"
"Forchheim (b Karlsruhe)","8002023"
"Flughafen München Besucherpark","8004167"
"Förderstedt","8011549"
"Fornsbach","8002026"
"Forchheim (Oberfr)","8002024"
"Forsthaus","8002027"
"Forst (Lausitz)","8010111"
"Förtha (Kr Eisenach)","8010110"
"Förtschendorf","8002020"
"Forth","8002029"
"Frankenberg (Sachs) Süd","8011554"
"Frankenstein (Sachs)","8011556"
"Frankenstein (Pfalz)","8002036"
"Frankenberg (Sachs)","8011553"
"Frankenthal Hbf","8000332"
"Frankfurt (Main) Mühlberg","8002034"
"Frankfurt (Main) Flughafen Regionalbahnhof","8070004"
"Frankfurt am Main Stadion","8002040"
"Frankfurt (Main) Ost","8002039"
"Frankfurt (Main) Ostendstraße","8002058"
"Frankfurt (Main) Stresemannallee","8002059"
"Frankfurt (Oder)-Rosengarten","8011559"
"Frankfurt (Main) Taunusanlage","8006691"
"Frankfurt (Oder)","8010113"
"Frankfurt (Main) Lokalbahnhof","8002038"
"Frankfurt (Main) West","8002042"
"Frankfurt-Berkersheim","8002043"
"Friedberg Süd","8002105"
"Frankfurt-Frankfurter Berg","8002044"
"Frankfurt (Main) Süd","8002041"
"Frankfurt (Main) Galluswarte","8006690"
"Frankfurt-Griesheim","8002046"
"Frankfurt-Eschersheim","8002045"
"Frankfurt (Main) Hauptwache","8006692"
"Frankfurt-Nied","8002049"
"Frankfurt-Louisa","8002047"
"Frankfurt-Mainkur","8002048"
"Frankfurt (Main) Niederrad","8002050"
"Frankfurt-Sindlingen","8002053"
"Frankfurt-Sossenheim","8002054"
"Frankfurt (Main) Konstablerwache","8004429"
"Frankfurt-Höchst","8000106"
"Frankleben","8011560"
"Frauenau","8002057"
"Freckleben","8011564"
"Frauenhain","8011563"
"Frankfurt-Rödelheim","8002052"
"Freden (Leine)","8002063"
"Fredersdorf (b Berlin)","8080440"
"Freiburg-Klinikum","8002077"
"Freiberg (Neckar)","8002065"
"Freiberg (Sachs)","8010115"
"Freiburg West","8002066"
"Freiburg-Littenweiler","8002068"
"Freiburg-Wiehre","8002070"
"Freiburg-St Georgen","8002069"
"Frankfurt (Main) Hbf","8000105"
"Freienohl","8002073"
"Freienorla","8011567"
"Freiburg-Herdern","8002067"
"Freiburg-Zähringen","8002071"
"Freihalden","8002074"
"Freihöls","8002075"
"Freihung","8002076"
"Freiburg (Breisgau) Hbf","8000107"
"Freinsheim","8000374"
"Freilassing","8000108"
"Frellstedt","8002080"
"Freital-Hainsberg West","8011570"
"Fremersdorf","8002083"
"Freital-Deuben","8011569"
"Frenz","8011571"
"Freital-Hainsberg","8010116"
"Fretzdorf","8011572"
"Fresenburg","8002086"
"Freital-Potschappel","8013445"
"Freusburg Siedlung","8002092"
"Freising","8002078"
"Frickhofen","8002095"
"Freudenstadt Hbf","8000110"
"Freyburg (Unstrut)","8011573"
"Fridingen (b Tuttlingen)","8002096"
"Friedelhausen","8002100"
"Friedersdorf (b Königs Wusterhausen)","8011574"
"Friedland (Han)","8002102"
"Friedberg (b Augsburg)","8002099"
"Ludwigsau-Friedlos","8002103"
"Friedrich Wilhelmshütte","8002104"
"Friedrichroda","8011578"
"Friedberg (Hess)","8000111"
"Friedenau","8089058"
"Friedrichsdorf (Taunus)","8002108"
"Friedrichsfeld (Niederrhein)","8002109"
"Friedrichshafen Ost","8002030"
"Friedrichsberg","8002106"
"Friedrichsruh","8002113"
"Friedrichstadt","8002115"
"Friedrichsruhe (Meckl)","8011582"
"Friedrichssegen","8002114"
"Friedrichshafen Hafen","8002110"
"Friedrichstal (Baden)","8002116"
"Friesack (Mark)","8011585"
"Friedrichsthal (Saar)","8002117"
"Friesdorf","8011586"
"Friesdorf Ost","8011587"
"Friedrichshafen Stadt","8000112"
"Friesenheim (Baden)","8002123"
"Friedrichsfelde Ost","8089059"
"Frommern","8002133"
"Frömern","8002130"
"Frimmersdorf","8002127"
"Frohburg","8011588"
"Frose","8010119"
"Fronhausen (Lahn)","8002134"
"Fürfurt","8002137"
"Fröndenberg","8000113"
"Fröttstädt","8010118"
"Fürstenberg (Havel)","8010399"
"Fürstenwalde (Spree) Süd","8011591"
"Furth (b Deisenhofen)","8002161"
"Fürstenwalde (Spree)","8010120"
"Furth im Wald","8002159"
"Fürth (Odenw)","8002150"
"Fürth Westvorstadt","8002149"
"Fürstenfeldbruck","8002141"
"Fulda","8000115"
"Fürth-Dambach","8002153"
"Fürth-Burgfarrnbach","8002152"
"Gablingen","8002162"
"Fürth-Unterfürberg","8002155"
"Füssen","8002156"
"Gadebusch","8011592"
"Gaimersheim","8002171"
"Gaildorf West","8002168"
"Gangloffsömmern","8011594"
"Gaißach","8002173"
"Fürth-Unterfarrnbach","8002154"
"Ganderkesee","8002179"
"Fürth (Bay) Hbf","8000114"
"Garbeck","8002180"
"Garbenteich","8002182"
"Garding","8002185"
"Gardelegen","8011596"
"Gärtringen","8002165"
"Markkleeberg-Gaschwitz","8011598"
"Bonn-Endenich Nord","8001088"
"Gatersleben","8011599"
"Gau Algesheim","8000375"
"Garmisch-Partenkirchen","8002187"
"Gau Bickelheim","8002191"
"Gaubüttelbrunn","8002195"
"Gäufelden","8002166"
"Geeste","8002203"
"Geestgottberg","8010121"
"Gebra (Hainleite)","8011602"
"Gehlberg","8011603"
"Geigant","8002205"
"Gauting","8002198"
"Gehrenseestraße","8089014"
"Geilhausen","8002207"
"Geilenkirchen","8002206"
"Geiselhöring","8002209"
"Geising","8011609"
"Geisenheim","8002212"
"Geislingen West","8002217"
"Gelbensande","8011611"
"Geisingen","8002214"
"Geitau","8002220"
"Geislingen (Steige)","8002218"
"Geithain","8010122"
"Geldern","8002222"
"Gelsenkirchen Zoo","8002223"
"Gelsenkirchen-Buer Süd","8002225"
"Gelsenkirchen-Rotthausen","8002227"
"Gelsenkirchen-Hassel","8002226"
"Gelnhausen","8000117"
"Geltendorf","8000119"
"Gelsenkirchen-Buer Nord","8002224"
"Genderkingen","8002233"
"Gemünden (Main)","8000120"
"Gengenbach","8002235"
"Felsberg-Gensungen","8002236"
"Gensingen-Horrweiler","8000121"
"Genthin","8010123"
"Köln Airport-Businesspark","8003370"
"Gelsenkirchen Hbf","8000118"
"Georgensgmünd","8002237"
"Gera-Langenberg","8011619"
"Geraberg","8011624"
"Gera-Zwötzen","8011623"
"Gerhausen","8002242"
"Geradstetten","8002240"
"Gerichshain","8011626"
"Gera Süd","8010126"
"Gerlenhofen","8002244"
"Gerlachsheim","8002243"
"Gera Hbf","8010125"
"Gernsheim","8002249"
"Germersheim","8000376"
"Geroldshausen","8002251"
"Gerolstein","8000123"
"Gersdorf (b Görlitz)","8011628"
"Gersfeld (Rhön)","8002254"
"Gernlinden","8002247"
"Köln Steinstraße","8003379"
"Germering-Unterpfaffenhofen","8006006"
"Gersthofen","8002256"
"Gerwisch","8011630"
"Gerstungen","8011629"
"Geseke","8002262"
"Gessertshausen","8002263"
"Gettenau-Bingenheim","8002265"
"Gettorf","8002266"
"Gertenbach","8002259"
"Gevelsberg West","8002268"
"Gevelsberg Hbf","8002267"
"Giersleben","8011632"
"Gevelsberg-Kipp","8002509"
"Gevelsberg-Knapp","8001943"
"Giengen (Brenz)","8002272"
"Gifhorn","8000185"
"Gießen Licher Straße","8003674"
"Gifhorn-Stadt","8002274"
"Girod","8002280"
"Gingen (Fils)","8002278"
"Gilching-Argelsried","8002275"
"Gittelde","8002281"
"Glan-Münchweiler","8002286"
"Gießen","8000124"
"Gladbeck-Zweckel","8002284"
"Glauburg-Glauberg","8002288"
"Glashütte (Sachs)","8011636"
"Gladbeck Ost","8002283"
"Glaubitz (b Riesa)","8011637"
"Gladbeck West","8000125"
"Glauchau-Schönbörnchen","8010130"
"Glauchau (Sachs)","8010129"
"Glöwen","8011641"
"Glesch","8002290"
"Glückauf","8011643"
"Glückstadt","8002293"
"Gnadau","8010084"
"Gnevkow","8011646"
"Göbelnrod","8002301"
"Goch","8002296"
"Göhrde","8002304"
"Riedstadt-Goddelau","8000126"
"Gokels","8002319"
"Godelheim","8002299"
"Godramstein","8002300"
"Hennef Im Siegbogen","8002775"
"Goldbeck (Kr Osterburg)","8011665"
"Goldhausen","8002321"
"Goldenstedt (Oldb)","8002320"
"Goldshöfe","8000380"
"Gollmitz (Niederlausitz)","8011667"
"Golzow (Oderbruch)","8011672"
"Golzow (b Eberswalde)","8011671"
"Goldberg","8005201"
"Golßen (Niederlausitz)","8011668"
"Gommern","8011673"
"Golm","8013481"
"Görden","8011654"
"Gorgast","8011674"
"Görsbach","8011657"
"Görlitz-Weinhübel","8011656"
"Gosberg","8002329"
"Göppingen","8000127"
"Goßmannsdorf","8002333"
"Goslar","8000130"
"Goßdorf-Kohlmühle","8011676"
"Görlitz","8010131"
"Gößnitz","8010134"
"Jena-Göschwitz","8010133"
"Gottenheim","8002334"
"Gotha Ost","8011678"
"Gotteszell","8002335"
"Götz","8011662"
"Gotha","8010136"
"Gottmadingen","8002337"
"Graben-Neudorf","8000131"
"Graben-Neudorf Nord","8002345"
"Dreieich-Götzenhain","8002315"
"Göttingen","8000128"
"Grafenaschau","8002343"
"Grabow (Meckl)","8011681"
"Gräfelfing","8002339"
"Grafenau","8002344"
"Gräfendorf","8002341"
"Gräfenberg","8002340"
"Gräfenroda","8010137"
"Gräfenstuhl-Klippmühle","8011685"
"Gräfenhainichen","8011683"
"Gräfentonna","8011687"
"Grafing Stadt","8002348"
"Grambow","8011689"
"Gransee","8011691"
"Grafrath","8002351"
"Gräveneck","8002342"
"Grafing Bahnhof","8002347"
"Grebenstein","8002358"
"Greifswald Süd","8011694"
"Greiz","8010140"
"Greiz-Dölau","8011697"
"Greußen","8011700"
"Greifswald","8010139"
"Grenzach","8002365"
"Grevenbroich","8000133"
"Greven","8002369"
"Greppin","8011699"
"Grieben (Meckl)","8011702"
"Lennestadt-Grevenbrück","8002370"
"Grevesmühlen","8010141"
"Griefstedt","8084070"
"Griebo","8011703"
"Griesen (Oberbay)","8017041"
"Grimmen","8011707"
"Grießen (Baden)","8002373"
"Edermünde-Grifte","8002374"
"Potsdam Griebnitzsee","8011695"
"Grobau","8011709"
"Grimma ob Bf","8011705"
"Grimmenthal","8010142"
"Gröbers","8011711"
"Gröditz (b Riesa)","8011712"
"Grombach","8002380"
"Gronau (Westf)","8000382"
"Bad Grönenbach","8002378"
"Gröbenzell","8002377"
"Bad Vilbel-Gronau","8002382"
"Groß Brütz","8011718"
"Groß Ammensleben","8011714"
"Gronsdorf","8002383"
"Zwenkau-Großdalzig","8013447"
"Groß Kiesow","8011723"
"Groß Gerau","8000136"
"Groß Laasch","8011726"
"Groß Karben","8002388"
"Groß Lüsewitz","8011729"
"Groß Kreutz","8011725"
"Groß Rohrheim","8002391"
"Frechen-Königsdorf","8002389"
"Groß Gerau-Dornberg","8002386"
"Groß Pankow","8011730"
"Groß Schwaß","8011735"
"Großarmschlag","8002399"
"Großbeeren","8011740"
"Großauheim (Kr Hanau)","8002400"
"Großbüllesheim","8002402"
"Großbothen","8010144"
"Groß Umstadt Mitte","8002393"
"Großburgwedel","8002403"
"Großdüngen","8002405"
"Großdeuben","8011745"
"Großen Buseck","8002409"
"Großengottern","8011746"
"Großen Linden","8002410"
"Großenlüder","8002413"
"Großharthau","8011751"
"Großenkneten","8002412"
"Großfurra","8011750"
"Großgeschaidt","8002416"
"Großhelfendorf","8002420"
"Großenhain Cottb Bf","8011749"
"Großheringen","8010145"
"Großkarolinenfeld","8002424"
"Großhesselohe Isartalbahnhof","8002422"
"Großlehna","8011753"
"Großkugel","8011752"
"Großkorbetha","8010146"
"Großneuhausen","8011754"
"Großpösna","8011755"
"Großkrotzenburg","8002425"
"Großröhrsdorf","8011758"
"Großräschen","8011756"
"Großrudestedt","8011759"
"Großwalbur","8002432"
"Großschönau (Sachs)","8011761"
"Großschwabhausen","8011762"
"Heddesheim/Hirschberg","8002430"
"Großwudicke","8011766"
"Großsteinberg","8011763"
"Grub (Oberpf)","8002436"
"Grub am Forst","8002434"
"Grub (Oberbay)","8002435"
"Grüna (Sachs)","8011770"
"Haan-Gruiten","8000138"
"Grunbach","8002448"
"Grünbach","8011773"
"Grünberg (Oberhess)","8002439"
"Leipzig Grünauer Allee","8011771"
"Grünebach Ort","8002441"
"Grünbergallee","8089016"
"Alfter-Impekoven","8000495"
"Grüneberg","8011776"
"Grünsfeld","8002447"
"Grunow (Niederlausitz)","8010150"
"Grünstadt Nord","8002444"
"Grünstadt","8000137"
"Güdingen","8002452"
"Grünebacher Hütte","8002442"
"Guben","8010357"
"Koblenz-Güls","8002454"
"Gundelfingen","8002465"
"Gundelfingen (Bay)","8002466"
"Gundelshausen","8002468"
"Gundelsdorf","8002467"
"Gundelsheim (Neckar)","8002470"
"Gündlkofen","8002457"
"Gundersheim (Rheinhess)","8002473"
"Gummersbach","8002462"
"Baunatal-Guntershausen","8000140"
"Günzach","8002458"
"Guntersblum","8002474"
"Güsen (Kr Genthin)","8010151"
"Gunzenhausen","8000385"
"Seelow-Gusow","8011788"
"Günzburg","8000139"
"Güsten","8010152"
"Gustorf","8002477"
"Gutenfürst","8011790"
"Güterglück","8010154"
"Gutach (Breisgau)","8002478"
"Güstrow","8010153"
"Guthmannshausen","8011791"
"Guxhagen","8002484"
"Haarhausen","8011792"
"Hachenburg","8002494"
"Lörrach-Haagen/Messe","8002489"
"Gütersloh Hbf","8002461"
"Haan","8002490"
"Haar","8002491"
"Hadmersleben","8011794"
"Hademarschen","8002496"
"Hadamar","8002495"
"Haffkrug","8002504"
"Hagebök","8011797"
"Hagen (Han)","8002507"
"Hagelstadt","8002506"
"Thale Musestieg","8013125"
"Hagen-Heubing","8002512"
"Hagen-Oberhagen","8002514"
"Hamburg Airport (Flughafen)","8002547"
"Hagen-Vorhalle","8000977"
"Hackescher Markt","8089017"
